Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares,Peak-season fares ,Off-season rates
1084,42862,Dome,260,50,27,42862.88194,42862.98958,4,2,1325,2481,1113
1085,42863,Dome,260,50,27,42863.88194,42863.98958,120,2,1372,1998,1268
1086,42860,Dome,263,49,38,42860.33681,42860.40625,91,2,606,712,466
1087,42861,Dome,263,49,38,42861.33681,42861.40625,81,2,812,1384,717
1088,42863,Dome,263,49,38,42863.33681,42863.40625,41,1,783,878,649
1089,42861,Dome,258,31,50,42861.45486,42861.52431,33,1,452,773,341
1090,42860,Dome,267,36,50,42860.59028,42860.65278,76,2,491,736,399
1091,42862,Dome,267,36,50,42862.59028,42862.65278,75,2,917,1599,743
1092,42863,Dome,267,36,50,42863.59028,42863.65278,73,2,565,874,495
1093,42860,Dome,259,27,50,42860.48958,42860.59375,127,2,664,1006,577
1094,42861,Dome,259,27,50,42861.48958,42861.59375,137,2,1508,2379,1105
1095,42861,Dome,253,31,50,42861.86458,42861.94097,40,1,685,1232,602
1096,42862,Dome,259,27,50,42862.48958,42862.59375,4,2,817,989,587
1097,42863,Dome,259,27,50,42863.48958,42863.59375,120,2,871,972,829
1098,42860,Dome,285,34,49,42860.87847,42860.95833,47,2,1111,2180,1097
1099,42861,Dome,285,34,49,42861.87847,42861.95833,56,2,972,1699,943
1100,42862,Dome,285,34,49,42862.87847,42862.95833,92,2,833,1184,728
1101,42863,Dome,285,34,49,42863.87847,42863.95833,80,2,803,1369,588
1102,42860,Dome,269,34,35,42860.52778,42860.57986,78,2,766,1159,762
1103,42862,Dome,269,34,35,42862.52778,42862.57986,45,1,491,654,409
1104,42863,Dome,269,34,35,42863.52778,42863.57986,66,2,275,375,268
1105,42863,Dome,273,31,50,42863.72569,42863.79861,101,2,1093,1109,1028
1106,42860,Dome,273,31,50,42860.72569,42860.79861,98,2,544,978,407
1107,42860,Dome,292,50,36,42860.72917,42860.78819,89,2,375,466,348
1108,42861,Dome,292,50,36,42861.72917,42861.78819,72,2,833,1038,730
1109,42862,Dome,292,50,36,42862.72917,42862.78819,76,2,684,1057,644
1110,42863,Dome,292,50,36,42863.72917,42863.78819,66,2,755,1065,588
1111,42860,Dome,269,35,50,42860.61111,42860.67361,78,2,923,1702,716
1112,42862,Dome,269,35,50,42862.61111,42862.67361,45,1,773,977,631
1113,42863,Dome,269,35,50,42863.61111,42863.67361,66,2,884,1003,692
1114,42860,Dome,286,49,41,42860.31597,42860.39583,43,1,431,432,333
1115,42861,Dome,286,49,41,42861.31597,42861.39583,43,1,714,896,675
1116,42863,Dome,286,49,41,42863.31597,42863.39583,36,2,491,862,427
1117,42861,Dome,269,34,35,42861.52778,42861.57986,114,2,359,364,286
1118,42860,Dome,281,50,42,42860.34028,42860.4375,44,1,1436,1485,1224
1119,42861,Dome,281,50,42,42861.34028,42861.4375,46,1,883,1473,697
1120,42862,Dome,281,50,42,42862.34028,42862.4375,70,2,1427,1560,1306
1121,42863,Dome,281,50,42,42863.34028,42863.4375,101,2,937,1796,907
1122,42860,Dome,293,36,50,42860.93403,42861.00347,122,2,512,914,418
1123,42862,Dome,293,36,50,42862.93403,42863.00347,53,2,879,1587,778
1124,42863,Dome,293,36,50,42863.93403,42864.00347,122,2,604,706,498
1125,42861,Dome,269,35,50,42861.61111,42861.67361,114,2,852,855,838
1126,42860,Dome,287,41,49,42860.43056,42860.50347,43,1,478,627,381
1127,42861,Dome,287,41,49,42861.43056,42861.50347,43,1,1020,1984,791
1128,42863,Dome,287,41,49,42863.43056,42863.50347,36,2,703,982,509
1129,42860,Dome,268,50,35,42860.34375,42860.40625,78,2,876,1472,649
1130,42861,Dome,268,50,35,42861.34375,42861.40625,114,2,382,417,298
1131,42862,Dome,268,50,35,42862.34375,42862.40625,45,1,434,825,419
1132,42863,Dome,268,50,35,42863.34375,42863.40625,66,2,368,517,260
1133,42862,Dome,282,42,50,42862.48611,42862.58333,70,2,628,660,547
1134,42860,Dome,272,50,31,42860.62153,42860.68403,98,2,560,1033,512
1135,42861,Dome,272,50,31,42861.62153,42861.68403,46,1,348,569,340
1136,42862,Dome,272,50,31,42862.62153,42862.68403,98,2,385,450,374
1137,42863,Dome,272,50,31,42863.62153,42863.68403,101,2,888,900,864
1138,42861,Dome,282,42,50,42861.48611,42861.58333,46,1,934,1650,821
1139,42860,Dome,282,42,50,42860.48611,42860.58333,44,1,1439,2003,1107
1140,42863,Dome,282,42,50,42863.48611,42863.58333,101,2,809,1414,699
1141,42860,Dome,268,35,34,42860.4375,42860.49306,78,2,811,1293,751
1142,42861,Dome,268,35,34,42861.4375,42861.49306,114,2,600,661,593
1143,42862,Dome,268,35,34,42862.4375,42862.49306,45,1,452,780,336
1144,42863,Dome,268,35,34,42863.4375,42863.49306,66,2,399,400,325
1145,42861,Dome,273,31,50,42861.72569,42861.79861,46,1,386,633,372
1146,42862,Dome,273,31,50,42862.72569,42862.79861,98,2,808,1502,790
1147,42860,Dome,283,49,34,42860.75694,42860.84722,47,2,971,1654,700
1148,42861,Dome,283,49,34,42861.75694,42861.84722,56,2,904,1688,670
1149,42862,Dome,283,49,34,42862.75694,42862.84722,92,2,995,1392,827
1150,42863,Dome,283,49,34,42863.75694,42863.84722,80,2,832,1089,605
1151,42860,Dome,311,49,31,42860.65972,42860.72222,50,2,669,887,519
1152,42862,Dome,311,49,31,42862.65972,42862.72222,30,1,630,844,556
1153,42863,Dome,311,49,31,42863.65972,42863.72222,69,2,387,448,302
1154,42861,Dome,293,36,50,42861.93403,42862.00347,126,2,430,579,344
1155,42860,Dome,318,72,49,42860.48264,42860.59722,50,2,1461,2682,1187
1156,42861,Dome,318,72,49,42861.48264,42861.59722,94,2,984,1017,865
1157,42862,Dome,318,72,49,42862.48264,42862.59722,131,2,921,1096,849
1158,42863,Dome,318,72,49,42863.48264,42863.59722,28,3,1564,2303,1509
1159,42861,Intl,294,50,16,42861.53472,42861.68403,57,2,1870,2423,1614
1160,42862,Intl,294,50,16,42862.53472,42862.67361,58,2,2052,3963,1779
1161,42863,Intl,294,50,16,42863.53472,42863.68403,58,2,2370,3861,2245
1162,42860,Dome,297,49,34,42860.46528,42860.55208,130,2,563,1126,462
1163,42861,Dome,297,49,34,42861.46528,42861.55208,109,2,579,604,470
1164,42862,Dome,297,49,34,42862.46528,42862.55208,18,2,637,914,629
1165,42863,Dome,297,49,34,42863.46528,42863.55208,117,2,1084,1265,1025
1166,42860,Intl,294,50,16,42860.53472,42860.68403,57,2,2201,3244,1927
1167,42860,Dome,300,36,62,42860.48264,42860.57986,117,2,1325,1991,1312
1168,42861,Dome,300,36,62,42861.48264,42861.57986,65,2,1022,1500,821
1169,42862,Dome,300,36,62,42862.48264,42862.57986,96,2,1115,1542,873
1170,42863,Dome,300,36,62,42863.48264,42863.57986,65,2,890,1779,819
1171,42860,Dome,312,31,49,42860.78125,42860.84375,50,2,537,665,448
1172,42862,Dome,312,31,49,42862.78125,42862.84375,30,1,608,1197,591
1173,42863,Dome,312,31,49,42863.78125,42863.84375,69,2,799,1042,644
1174,42860,Dome,295,62,36,42860.41319,42860.52431,69,2,1010,1852,741
1175,42861,Dome,295,62,36,42861.41319,42861.52431,15,2,1383,2370,1362
1176,42862,Dome,295,62,36,42862.41319,42862.52431,50,2,813,1480,598
1177,42863,Dome,295,62,36,42863.41319,42863.52431,92,2,627,1191,464
1178,42860,Dome,298,34,49,42860.58333,42860.66667,130,2,451,673,369
1179,42861,Dome,298,34,49,42861.58333,42861.66667,109,2,510,669,469
1180,42862,Dome,298,34,49,42862.58333,42862.66319,18,2,511,915,401
1181,42863,Dome,298,34,49,42863.58333,42863.66667,117,2,732,1445,696
1182,42863,Intl,315,9,49,42863.76389,42863.90278,36,2,2084,2103,1808
1183,42862,Intl,302,16,50,42862.71528,42862.86806,58,2,1968,3311,1502
1184,42863,Intl,302,16,50,42863.72569,42863.86806,58,2,2319,4106,1711
1185,42861,Intl,315,9,49,42861.76389,42861.90278,107,2,2426,4292,1888
1186,42860,Dome,296,36,62,42860.56597,42860.67014,69,2,554,844,541
1187,42861,Dome,296,36,62,42861.56597,42861.67014,15,2,887,1597,770
1188,42862,Dome,296,36,62,42862.56597,42862.67014,50,2,654,873,468
1189,42863,Dome,296,36,62,42863.56597,42863.67014,92,2,1270,1907,936
1190,42860,Intl,302,16,50,42860.72569,42860.86806,57,2,1894,1976,1805
1191,42861,Intl,302,16,50,42861.72569,42861.86806,57,2,2396,2901,1799
1192,42860,Dome,317,49,72,42860.31597,42860.43403,70,2,732,1077,656
1193,42861,Dome,317,49,72,42861.31597,42861.43403,134,2,1691,1731,1216
1194,42862,Dome,317,49,72,42862.31597,42862.43403,131,2,1733,2312,1348
1195,42863,Dome,317,49,72,42863.31597,42863.43403,28,3,762,811,581
1196,42861,Intl,309,49,9,42861.57986,42861.72222,107,2,1803,2915,1694
1197,42863,Intl,309,49,9,42863.57986,42863.72222,36,2,2275,2774,2242
1198,42860,Dome,299,62,36,42860.58681,42860.6875,83,2,1382,1650,1310
1199,42861,Dome,299,62,36,42861.58681,42861.6875,73,2,1508,1521,1433
1200,42862,Dome,299,62,36,42862.58681,42862.6875,38,2,1248,2426,904
1201,42863,Dome,299,62,36,42863.58681,42863.6875,39,2,510,703,439
1202,42861,Dome,329,69,67,42861.60417,42861.70486,45,1,981,1601,734
1203,42863,Dome,329,69,67,42863.60417,42863.70486,44,1,1124,1692,904
1204,42860,Dome,334,49,48,42860.5,42860.61111,108,2,991,1925,881
1205,42861,Dome,334,49,48,42861.5,42861.61111,54,2,960,1345,696
1206,42862,Dome,334,49,48,42862.5,42862.61111,109,2,1237,1449,1068
1207,42863,Dome,334,49,48,42863.5,42863.61111,43,1,1312,1600,1190
1208,42862,Dome,322,48,49,42862.49306,42862.61458,30,1,1144,1262,1114
1209,42863,Dome,322,48,49,42863.49306,42863.61458,54,2,609,896,528
1210,42860,Intl,337,52,46,42860.63194,42860.72917,17,2,1584,1807,1223
1211,42861,Intl,337,52,46,42861.63194,42861.72917,87,2,1414,1538,1323
1212,42862,Intl,337,52,46,42862.63194,42862.72917,113,2,1462,2916,1069
1213,42863,Intl,337,52,46,42863.63194,42863.72917,100,2,1654,2200,1218
1214,42862,Dome,320,67,33,42862.33681,42862.39583,121,2,450,676,443
1215,42862,Dome,320,33,49,42862.42708,42862.49653,121,2,951,1667,854
1216,42863,Dome,320,67,33,42863.33681,42863.39583,127,2,725,815,699
1217,42860,Dome,335,48,49,42860.65278,42860.76736,108,2,1694,2178,1469
1218,42861,Dome,335,48,49,42861.65278,42861.76736,54,2,1124,1180,951
1219,42862,Dome,335,48,49,42862.65278,42862.76736,109,2,760,964,604
1220,42863,Dome,335,48,49,42863.65278,42863.76736,43,1,768,1117,755
1221,42863,Dome,320,33,49,42863.42708,42863.5,127,2,572,894,533
1222,42860,Dome,320,67,33,42860.33681,42860.39583,128,2,484,788,471
1223,42861,Dome,320,67,33,42861.33681,42861.39583,140,2,818,1039,617
1224,42860,Intl,326,46,52,42860.59028,42860.69097,87,2,1731,2872,1362
1225,42862,Intl,326,46,52,42862.59028,42862.69097,100,2,1491,2021,1157
1226,42863,Intl,326,46,52,42863.59028,42863.69097,112,2,1608,2114,1385
1227,42860,Dome,339,49,68,42860.58333,42860.67014,41,1,1127,1868,818
1228,42861,Dome,339,49,68,42861.58333,42861.67014,19,2,1098,1700,817
1229,42862,Dome,339,49,68,42862.58333,42862.67014,48,2,1116,1415,1052
1230,42863,Dome,339,49,68,42863.58333,42863.67014,75,2,460,500,341
1231,42860,Dome,320,33,49,42860.42708,42860.49653,128,2,982,1649,880
1232,42861,Dome,320,33,49,42861.42708,42861.5,140,2,998,1869,957
1233,42860,Intl,326,52,22,42860.75,42860.95833,87,2,2695,2875,2245
1234,42862,Intl,326,52,22,42862.75,42862.95833,100,2,3644,6851,3319
1235,42863,Intl,326,52,22,42863.75,42863.95833,112,2,2970,4276,2795
1236,42861,Intl,326,46,52,42861.59028,42861.69097,113,2,1332,1973,1294
1237,42860,Intl,337,22,52,42860.38889,42860.59028,17,2,3001,3016,2624
1238,42861,Intl,337,22,52,42861.38889,42861.59028,87,2,3252,3684,2561
1239,42862,Intl,337,22,52,42862.38889,42862.59028,113,2,3444,4936,2546
1240,42863,Intl,337,22,52,42863.38889,42863.59028,100,2,3274,3915,3065
1241,42860,Dome,319,49,33,42860.28472,42860.36111,132,2,942,1311,866
1242,42861,Dome,319,49,33,42861.28472,42861.36111,5,2,619,885,566
1243,42862,Dome,319,49,33,42862.28472,42862.36111,124,2,830,1383,733
1244,42863,Dome,319,49,33,42863.28472,42863.36111,131,2,725,1247,677
1245,42861,Intl,326,52,22,42861.75,42861.95833,113,2,2649,3364,2537
1246,42862,Dome,321,49,48,42862.33681,42862.44792,30,1,1653,2071,1434
1247,42863,Dome,321,49,48,42863.33681,42863.45139,54,2,872,1705,731
1248,42862,Dome,328,50,67,42862.29861,42862.40972,44,1,1009,1604,987
1249,42861,Dome,329,67,50,42861.74653,42861.84722,45,1,1034,1724,812
1250,42863,Dome,329,67,50,42863.74653,42863.84722,44,1,1138,1407,1019
1251,42862,Dome,328,67,69,42862.45486,42862.56944,44,1,1018,1110,949
1252,42860,Dome,319,33,67,42860.39236,42860.44792,132,2,400,442,356
1253,42861,Dome,319,33,67,42861.39236,42861.44792,5,2,678,1192,475
1254,42862,Dome,319,33,67,42862.39236,42862.44792,124,2,484,549,359
1255,42863,Dome,319,33,67,42863.39236,42863.44792,131,2,571,885,552
1256,42862,Dome,468,66,49,42862.38889,42862.45139,107,2,687,889,522
1257,42863,Dome,468,66,49,42863.38889,42863.45139,10,2,725,1232,576
1258,42861,Dome,460,62,49,42861.55208,42861.62847,56,2,721,1298,573
1259,42861,Dome,468,66,49,42861.38889,42861.45833,54,2,868,1090,673
1260,42862,Intl,473,61,7,42862.38194,42862.44792,85,2,1000,1196,781
1261,42862,Dome,340,68,49,42862.70486,42862.79167,48,2,710,1367,592
1262,42863,Dome,340,68,49,42863.70486,42863.78819,75,2,1057,1548,786
1263,42860,Dome,468,66,49,42860.38889,42860.45139,54,2,758,1218,616
1264,42860,Dome,340,68,49,42860.70486,42860.78819,41,1,803,1157,699
1265,42861,Dome,340,68,49,42861.70486,42861.78819,19,2,541,594,475
1266,42860,Dome,465,50,62,42860.33333,42860.39236,81,2,520,677,503
1267,42861,Dome,465,50,62,42861.33333,42861.39236,39,2,446,822,391
1268,42862,Dome,465,50,62,42862.33333,42862.39236,117,2,328,522,284
1269,42863,Dome,465,50,62,42863.33333,42863.39236,111,2,634,813,565
1270,42860,Dome,471,50,62,42860.60069,42860.65972,10,2,732,1293,676
1271,42861,Dome,471,50,62,42861.60069,42861.65972,37,2,706,772,600
1272,42862,Dome,471,50,62,42862.60069,42862.65972,80,2,807,1216,637
1273,42863,Dome,471,50,62,42863.60069,42863.65972,15,2,688,811,644
1274,42860,Dome,343,49,68,42860.34722,42860.4375,133,2,694,1016,598
1275,42861,Dome,343,49,68,42861.34722,42861.4375,88,2,974,1759,945
1276,42862,Dome,343,49,68,42862.34722,42862.4375,140,2,504,639,459
1277,42863,Dome,343,49,68,42863.34722,42863.4375,125,2,1231,2199,1128
1278,42860,Dome,466,62,50,42860.4375,42860.49653,81,2,370,532,296
1279,42861,Dome,466,62,50,42861.4375,42861.49653,39,2,834,1620,626
1280,42862,Dome,466,62,50,42862.4375,42862.49653,117,2,370,398,370
1281,42863,Dome,466,62,50,42863.4375,42863.49653,111,2,358,524,358
1282,42860,Dome,458,57,49,42860.73958,42860.81597,109,2,682,1042,560
1283,42861,Dome,458,57,49,42861.73958,42861.81597,18,2,605,1076,522
1284,42862,Dome,458,57,49,42862.73958,42862.81597,94,2,685,1116,491
1285,42863,Dome,458,57,49,42863.73958,42863.81597,102,2,492,582,386
1286,42862,Dome,472,62,50,42862.71528,42862.78472,50,2,559,720,453
1287,42860,Dome,472,62,50,42860.71528,42860.78472,69,2,546,788,456
1288,42861,Dome,472,62,50,42861.71528,42861.78472,15,2,723,725,525
1289,42863,Dome,472,62,50,42863.71528,42863.78472,92,2,753,1283,612
1290,42862,Dome,344,68,49,42862.46875,42862.55903,102,2,963,1042,945
1291,42860,Dome,467,49,66,42860.28472,42860.35069,54,2,647,1104,645
1292,42861,Dome,467,49,66,42861.28472,42861.35069,54,2,979,1531,734
1293,42862,Dome,467,49,66,42862.28472,42862.35069,107,2,865,870,626
1294,42863,Dome,467,49,66,42863.28472,42863.35069,10,2,757,1385,742
1295,42860,Dome,459,49,62,42860.41319,42860.48958,67,2,1132,1599,1033
1296,42861,Dome,459,49,62,42861.41319,42861.48958,56,2,746,1264,659
1297,42862,Dome,459,49,62,42862.41319,42862.48958,56,2,520,722,491
1298,42863,Dome,459,49,62,42863.41319,42863.48958,56,2,836,1022,664
1299,42860,Dome,460,62,49,42860.55208,42860.62847,67,2,462,821,326
1300,42862,Dome,460,62,49,42862.55208,42862.62847,56,2,1059,1566,791
1301,42863,Dome,460,62,49,42863.55208,42863.62847,56,2,847,892,756
1302,42860,Intl,477,50,5,42860.76389,42860.82986,66,2,991,1341,892
1303,42860,Intl,480,5,50,42860.87153,42860.93403,66,2,1067,1410,950
1304,42861,Intl,495,20,49,42861.375,42861.57986,118,2,3313,4535,2840
1305,42863,Intl,495,20,49,42863.375,42863.58333,13,2,2978,4072,2524
1306,42860,Intl,497,49,27,42860.80556,42860.92708,112,2,1804,2240,1590
1307,42861,Intl,497,49,27,42861.80556,42861.92708,97,2,1525,2429,1180
1308,42862,Intl,497,49,27,42862.80556,42862.92708,89,2,1797,1961,1258
1309,42863,Intl,497,49,27,42863.80556,42863.92708,118,2,1845,2670,1713
1310,42860,Intl,483,50,22,42860.41667,42860.61458,115,2,3290,4326,2683
1311,42861,Intl,483,50,22,42861.41667,42861.61458,105,2,2485,4130,1865
1312,42862,Intl,483,50,22,42862.41667,42862.61458,108,2,2577,4753,1883
1313,42863,Intl,483,50,22,42863.41667,42863.61458,95,2,2583,3269,2172
1314,42861,Intl,495,49,27,42861.63194,42861.74653,118,2,1740,3229,1415
1315,42863,Intl,495,49,27,42863.63194,42863.74653,13,2,1962,3709,1616
1316,42860,Intl,500,78,52,42860.40625,42860.49653,112,2,1506,2704,1132
1317,42861,Intl,500,78,52,42861.40625,42861.49653,97,2,1515,2916,1229
1318,42862,Intl,500,78,52,42862.40625,42862.49653,89,2,1130,1140,1068
1319,42863,Intl,500,78,52,42863.40625,42863.49653,118,2,1524,2852,1396
1320,42860,Intl,496,27,49,42860.42014,42860.53819,97,2,1947,3048,1726
1321,42861,Intl,496,27,49,42861.42014,42861.53819,89,2,1844,2737,1599
1322,42862,Intl,496,27,49,42862.42014,42862.53819,118,2,1597,2898,1537
1323,42863,Intl,496,27,49,42863.42014,42863.54167,97,2,2013,3200,1527
1324,42860,Intl,485,22,50,42860.71875,42860.90972,104,2,2618,3965,1867
1325,42862,Intl,485,22,50,42862.71875,42862.90972,105,2,3021,3298,2872
1326,42861,Intl,485,22,50,42861.71875,42861.90972,16,2,3065,4635,2285
1327,42863,Intl,485,22,50,42863.71875,42863.90972,108,2,2675,4626,2161
1328,42860,Intl,496,49,15,42860.58333,42860.63889,97,2,829,1458,818
1329,42861,Intl,496,49,15,42861.58333,42861.63889,89,2,808,962,693
1330,42862,Intl,496,49,15,42862.58333,42862.63889,118,2,918,1098,826
1331,42863,Intl,496,49,15,42863.58333,42863.63889,97,2,848,1274,632
1332,42860,Intl,499,37,49,42860.59028,42860.67708,118,2,1232,2426,1187
1333,42862,Intl,499,37,49,42862.59028,42862.67708,13,2,1157,1299,1067
1334,42863,Intl,491,27,49,42863.58681,42863.70486,115,2,2065,3217,1636
1335,42863,Intl,491,49,20,42863.74653,42863.95833,115,2,3468,5009,2585
1336,42860,Intl,499,49,20,42860.73611,42860.95833,118,2,3442,6783,2554
1337,42862,Intl,499,49,20,42862.73611,42862.95833,13,2,2846,5382,2430
1338,42861,Intl,491,27,49,42861.58681,42861.70486,111,2,1865,3197,1616
1339,42862,Intl,474,7,61,42862.83333,42862.90278,85,2,1146,1301,1039
1340,42861,Intl,491,49,20,42861.74653,42861.95833,111,2,3687,4244,3650
1341,42860,Intl,497,15,49,42860.68056,42860.73611,112,2,695,738,531
1342,42861,Intl,497,15,49,42861.68056,42861.73611,97,2,760,1162,533
1343,42862,Intl,497,15,49,42862.68056,42862.73611,89,2,734,1365,594
1344,42863,Intl,497,15,49,42863.68056,42863.73611,118,2,732,1320,591
1345,42863,Intl,501,52,78,42863.80903,42863.89583,97,2,1244,2121,1109
1346,42861,Intl,509,16,50,42861.88542,42862.02431,122,2,2357,3278,1737
1347,42861,Intl,506,49,22,42861.74306,42861.92361,8,2,3091,5324,2405
1348,42863,Intl,506,49,22,42863.74306,42863.92361,8,2,2832,4557,2027
1349,42860,Intl,511,21,50,42860.33333,42860.52778,110,2,3016,5541,2379
1350,42861,Intl,512,50,7,42861.375,42861.43403,104,2,958,1863,862
1351,42863,Intl,512,50,7,42863.375,42863.43403,16,2,932,1474,760
1352,42860,Intl,502,20,49,42860.375,42860.57986,16,2,3550,5228,3402
1353,42862,Intl,502,20,49,42862.375,42862.57986,12,2,2607,3580,2359
1354,42860,Intl,510,50,21,42860.80208,42860.97917,116,2,2713,2815,2081
1355,42862,Intl,510,50,21,42862.80208,42862.97917,91,2,2467,2571,2392
1356,42863,Intl,510,50,21,42863.80208,42863.97917,106,2,2660,5028,1908
1357,42861,Intl,507,22,49,42861.37153,42861.55208,14,2,3120,5887,2537
1358,42863,Intl,507,22,49,42863.37153,42863.55208,14,2,2987,4840,2602
1359,42860,Intl,502,49,37,42860.63194,42860.72917,16,2,1307,1419,1126
1360,42862,Intl,502,49,37,42862.63194,42862.72917,12,2,1251,1938,1009
1361,42861,Intl,507,49,78,42861.59375,42861.71875,14,2,1822,1963,1465
1362,42863,Intl,507,49,78,42863.59375,42863.71875,14,2,1674,2098,1429
1363,42860,Intl,500,52,15,42860.53819,42860.63194,112,2,1445,2762,1125
1364,42861,Intl,500,52,15,42861.53819,42861.63194,97,2,1213,1937,1205
1365,42862,Intl,500,52,15,42862.53819,42862.63194,89,2,1473,1927,1111
1366,42863,Intl,500,52,15,42863.53819,42863.63194,118,2,1415,1712,1338
1367,42860,Intl,504,49,10,42860.66319,42860.78125,68,2,1904,3100,1710
1368,42861,Intl,504,49,10,42861.66319,42861.78125,67,2,1810,2766,1607
1369,42862,Intl,504,49,10,42862.66319,42862.78125,71,2,1523,2905,1140
1370,42863,Intl,504,49,10,42863.66319,42863.78125,54,2,1710,2615,1634
1371,42861,Intl,510,50,21,42861.80208,42861.97917,110,2,3066,4988,2413
1372,42860,Intl,508,50,16,42860.61806,42860.76736,135,2,2201,3956,1611
1373,42861,Intl,508,50,16,42861.69444,42861.84375,122,2,2512,3523,2109
1374,42862,Intl,508,50,16,42862.61806,42862.76736,70,2,2169,3636,1593
1375,42863,Intl,508,50,16,42863.69444,42863.84375,47,2,2599,2764,2038
1376,42861,Intl,511,21,50,42861.33333,42861.52778,116,2,3000,5632,2643
1377,42862,Intl,511,21,50,42862.33333,42862.52778,110,2,3017,4254,2567
1378,42863,Intl,511,21,50,42863.33333,42863.52778,91,2,2554,3539,2216
1379,42860,Intl,501,15,52,42860.67708,42860.76736,97,2,1484,2369,1432
1380,42861,Intl,501,15,52,42861.67708,42861.76736,89,2,1439,2552,1337
1381,42862,Intl,501,15,52,42862.67708,42862.76736,118,2,1200,1550,898
1382,42863,Intl,501,15,52,42863.67708,42863.76736,97,2,1205,2101,923
1383,42861,Intl,505,10,49,42861.82292,42861.94444,67,2,1915,1951,1782
1384,42862,Intl,505,10,49,42862.82292,42862.94444,71,2,1804,2109,1591
1385,42860,Intl,505,10,49,42860.82292,42860.94444,68,2,2006,2669,1620
1386,42863,Intl,505,10,49,42863.82292,42863.94444,54,2,2056,2982,1736
1387,42862,Intl,509,16,50,42862.81597,42862.96875,70,2,2520,5013,2409
1388,42860,Intl,509,16,50,42860.81597,42860.96875,135,2,2427,2946,2273
1389,42863,Intl,509,16,50,42863.88542,42864.02431,47,2,1941,2160,1853
1390,42860,Intl,501,52,78,42860.80903,42860.89583,97,2,1391,2711,1360
1391,42861,Intl,501,52,78,42861.80903,42861.89583,89,2,1284,1381,975
1392,42862,Intl,501,52,78,42862.80903,42862.89583,118,2,1514,1979,1143
1393,42861,Intl,506,78,49,42861.55903,42861.68403,8,2,1628,1925,1445
1394,42863,Intl,506,78,49,42863.55903,42863.68403,8,2,2075,2297,2042
1395,42861,Intl,517,6,50,42861.86458,42861.92361,38,2,918,1331,826
1396,42862,Intl,517,6,50,42862.86458,42862.92361,68,2,962,1244,864
1397,42862,Intl,523,7,32,42862.5,42862.60417,85,2,1613,2240,1399
1398,42860,Intl,517,6,50,42860.86458,42860.92361,101,2,782,1110,782
1399,42863,Intl,517,6,50,42863.86458,42863.92361,65,2,787,1461,677
1400,42860,Intl,524,49,18,42860.75694,42860.97222,18,2,2938,3799,2132
1401,42861,Intl,524,49,18,42861.75694,42861.97222,7,2,3667,5682,3590
1402,42862,Intl,524,49,18,42862.75694,42862.97222,90,2,3474,6390,3359
1403,42863,Intl,524,49,18,42863.75694,42863.97222,7,2,2746,4554,2365
1404,42860,Intl,514,49,6,42860.70139,42860.78125,107,2,1258,2200,888
1405,42861,Intl,514,49,6,42861.71528,42861.78125,36,2,1023,1135,737
1406,42862,Intl,514,49,6,42862.70139,42862.78125,36,2,1113,2190,892
1407,42863,Intl,514,49,6,42863.70139,42863.78125,49,2,1238,1718,1169
1408,42860,Intl,518,52,7,42860.38194,42860.45833,75,2,1175,1628,945
1409,42860,Intl,519,7,52,42860.5,42860.57639,75,2,1175,1697,1054
1410,42861,Intl,520,49,7,42861.36458,42861.43403,107,2,880,1383,691
1411,42863,Intl,520,49,7,42863.36458,42863.43403,75,2,993,1595,881
1412,42861,Intl,515,6,49,42861.82292,42861.89236,36,2,1008,1694,848
1413,42862,Intl,515,6,49,42862.82292,42862.89236,36,2,987,1618,732
1414,42863,Intl,515,6,49,42863.82292,42863.89236,49,2,1212,1390,920
1415,42860,Intl,520,49,7,42860.36458,42860.43403,59,2,1023,1617,883
1416,42862,Intl,520,49,7,42862.36458,42862.43403,10,2,955,1205,762
1417,42860,Intl,525,18,49,42860.02083,42860.25694,108,2,3630,4844,2770
1418,42861,Intl,525,18,49,42861.02083,42861.25694,18,2,3091,5679,3077
1419,42863,Intl,525,18,49,42863.02083,42863.25694,90,2,3805,5243,3160
1420,42862,Intl,525,18,49,42862.02083,42862.25694,7,2,4059,5525,2944
1421,42860,Intl,515,6,49,42860.82292,42860.89236,107,2,1073,1499,979
1422,42861,Intl,521,7,49,42861.47569,42861.53472,107,2,999,1023,908
1423,42862,Intl,521,7,49,42862.47569,42862.53472,10,2,800,932,711
1424,42863,Intl,521,7,49,42863.47569,42863.54167,75,2,878,989,640
1425,42860,Intl,512,50,7,42860.375,42860.43403,10,2,980,1051,745
1426,42862,Intl,512,50,7,42862.375,42862.43403,16,2,948,1762,912
1427,42860,Intl,516,50,6,42860.76736,42860.82292,101,2,957,1766,784
1428,42862,Intl,516,50,6,42862.76736,42862.82292,68,2,863,1612,702
1429,42863,Intl,516,50,6,42863.76736,42863.82292,65,2,906,1726,877
1430,42860,Intl,521,7,49,42860.47569,42860.53472,59,2,915,1812,875
1431,42860,Intl,513,7,50,42860.47569,42860.54861,10,2,1133,1484,1020
1432,42861,Intl,513,7,50,42861.47569,42861.54861,104,2,1086,1844,1010
1433,42862,Intl,513,7,50,42862.47569,42862.54861,16,2,981,1765,805
1434,42863,Intl,513,7,50,42863.47569,42863.54861,16,2,1211,1753,1157
